ma_lich,ma_san_pham,ngay_khoi_hanh,tong_cho,da_dat,con_lai,trang_thai
LKD000931,SP0061,2026-01-25,100,15,85,mo_ban
LKD000932,SP0061,2026-01-29,100,95,5,mo_ban
LKD000933,SP0061,2026-02-02,100,1,99,mo_ban
LKD000934,SP0061,2026-02-06,100,85,15,mo_ban
LKD000935,SP0061,2026-02-10,100,41,59,mo_ban
LKD000936,SP0061,2026-02-14,100,34,66,mo_ban
LKD000937,SP0061,2026-02-18,100,46,54,mo_ban
LKD000938,SP0061,2026-02-22,100,85,15,mo_ban
LKD000939,SP0061,2026-02-26,100,30,70,mo_ban
LKD000940,SP0061,2026-03-02,100,24,76,mo_ban
LKD000941,SP0062,2026-01-05,2,0,2,mo_ban
LKD000942,SP0062,2026-01-09,2,0,2,mo_ban
LKD000943,SP0062,2026-01-13,2,2,0,het_cho
LKD000944,SP0062,2026-01-17,2,1,1,mo_ban
LKD000945,SP0062,2026-01-21,2,1,1,mo_ban
LKD000946,SP0062,2026-01-25,2,0,2,mo_ban
LKD000947,SP0062,2026-01-29,2,2,0,het_cho
LKD000948,SP0062,2026-02-02,2,1,1,mo_ban
LKD000949,SP0062,2026-02-06,2,1,1,mo_ban
LKD000950,SP0062,2026-02-10,2,2,0,het_cho
LKD000951,SP0062,2026-02-14,2,1,1,mo_ban
LKD000952,SP0062,2026-02-18,2,0,2,mo_ban
LKD000953,SP0062,2026-02-22,2,2,0,het_cho
LKD000954,SP0062,2026-02-26,2,1,1,mo_ban
LKD000955,SP0062,2026-03-02,2,1,1,mo_ban
LKD000956,SP0063,2026-01-05,200,131,69,mo_ban
LKD000957,SP0063,2026-01-10,200,128,72,mo_ban
LKD000958,SP0063,2026-01-15,200,135,65,mo_ban
LKD000959,SP0063,2026-01-20,200,197,3,mo_ban
LKD000960,SP0063,2026-01-25,200,141,59,mo_ban
LKD000961,SP0063,2026-01-30,200,72,128,mo_ban
LKD000962,SP0063,2026-02-04,200,35,165,mo_ban
LKD000963,SP0063,2026-02-09,200,141,59,mo_ban
LKD000964,SP0063,2026-02-14,200,68,132,mo_ban
LKD000965,SP0063,2026-02-19,200,37,163,mo_ban
LKD000966,SP0063,2026-02-24,200,6,194,mo_ban
LKD000967,SP0063,2026-03-01,200,146,54,mo_ban
LKD000968,SP0064,2026-01-05,4,3,1,mo_ban
LKD000969,SP0064,2026-01-10,4,4,0,het_cho
LKD000970,SP0064,2026-01-15,4,3,1,mo_ban
LKD000971,SP0064,2026-01-20,4,0,4,mo_ban
LKD000972,SP0064,2026-01-25,4,3,1,mo_ban
LKD000973,SP0064,2026-01-30,4,0,4,mo_ban
LKD000974,SP0064,2026-02-04,4,1,3,mo_ban
LKD000975,SP0064,2026-02-09,4,2,2,mo_ban
LKD000976,SP0064,2026-02-14,4,2,2,mo_ban
LKD000977,SP0064,2026-02-19,4,1,3,mo_ban
LKD000978,SP0064,2026-02-24,4,2,2,mo_ban
LKD000979,SP0064,2026-03-01,4,3,1,mo_ban
LKD000980,SP0065,2026-01-05,100,89,11,mo_ban
LKD000981,SP0065,2026-01-10,100,34,66,mo_ban
LKD000982,SP0065,2026-01-15,100,89,11,mo_ban
LKD000983,SP0065,2026-01-20,100,86,14,mo_ban
LKD000984,SP0065,2026-01-25,100,87,13,mo_ban
LKD000985,SP0065,2026-01-30,100,33,67,mo_ban
LKD000986,SP0065,2026-02-04,100,64,36,mo_ban
LKD000987,SP0065,2026-02-09,100,49,51,mo_ban
LKD000988,SP0065,2026-02-14,100,55,45,mo_ban
LKD000989,SP0065,2026-02-19,100,59,41,mo_ban
LKD000990,SP0065,2026-02-24,100,61,39,mo_ban
LKD000991,SP0065,2026-03-01,100,1,99,mo_ban
LKD000992,SP0066,2026-01-05,16,14,2,mo_ban
LKD000993,SP0066,2026-01-09,16,16,0,het_cho
LKD000994,SP0066,2026-01-13,16,12,4,mo_ban
LKD000995,SP0066,2026-01-17,16,10,6,mo_ban
LKD000996,SP0066,2026-01-21,16,7,9,mo_ban
LKD000997,SP0066,2026-01-25,16,9,7,mo_ban
LKD000998,SP0066,2026-01-29,16,11,5,mo_ban
LKD000999,SP0066,2026-02-02,16,13,3,mo_ban
LKD001000,SP0066,2026-02-06,16,2,14,mo_ban
LKD001001,SP0066,2026-02-10,16,10,6,mo_ban
LKD001002,SP0066,2026-02-14,16,1,15,mo_ban
LKD001003,SP0066,2026-02-18,16,4,12,mo_ban
LKD001004,SP0066,2026-02-22,16,4,12,mo_ban
LKD001005,SP0066,2026-02-26,16,15,1,mo_ban
LKD001006,SP0066,2026-03-02,16,12,4,mo_ban
LKD001007,SP0067,2026-01-05,100,96,4,mo_ban
LKD001008,SP0067,2026-01-08,100,29,71,mo_ban
LKD001009,SP0067,2026-01-11,100,88,12,mo_ban
LKD001010,SP0067,2026-01-14,100,32,68,mo_ban
LKD001011,SP0067,2026-01-17,100,47,53,mo_ban
LKD001012,SP0067,2026-01-20,100,42,58,mo_ban
LKD001013,SP0067,2026-01-23,100,28,72,mo_ban
LKD001014,SP0067,2026-01-26,100,42,58,mo_ban
LKD001015,SP0067,2026-01-29,100,40,60,mo_ban
LKD001016,SP0067,2026-02-01,100,21,79,mo_ban
LKD001017,SP0067,2026-02-04,100,86,14,mo_ban
LKD001018,SP0067,2026-02-07,100,5,95,mo_ban
LKD001019,SP0067,2026-02-10,100,52,48,mo_ban
LKD001020,SP0067,2026-02-13,100,79,21,mo_ban
LKD001021,SP0067,2026-02-16,100,69,31,mo_ban
LKD001022,SP0067,2026-02-19,100,9,91,mo_ban
LKD001023,SP0067,2026-02-22,100,46,54,mo_ban
LKD001024,SP0067,2026-02-25,100,38,62,mo_ban
LKD001025,SP0067,2026-02-28,100,42,58,mo_ban
LKD001026,SP0067,2026-03-03,100,75,25,mo_ban
LKD001027,SP0068,2026-01-05,12,7,5,mo_ban
LKD001028,SP0068,2026-01-09,12,4,8,mo_ban
LKD001029,SP0068,2026-01-13,12,0,12,mo_ban
LKD001030,SP0068,2026-01-17,12,4,8,mo_ban
LKD001031,SP0068,2026-01-21,12,11,1,mo_ban
LKD001032,SP0068,2026-01-25,12,3,9,mo_ban
LKD001033,SP0068,2026-01-29,12,6,6,mo_ban
LKD001034,SP0068,2026-02-02,12,6,6,mo_ban
LKD001035,SP0068,2026-02-06,12,6,6,mo_ban
LKD001036,SP0068,2026-02-10,12,4,8,mo_ban
LKD001037,SP0068,2026-02-14,12,11,1,mo_ban
LKD001038,SP0068,2026-02-18,12,10,2,mo_ban
LKD001039,SP0068,2026-02-22,12,8,4,mo_ban
LKD001040,SP0068,2026-02-26,12,6,6,mo_ban
LKD001041,SP0068,2026-03-02,12,10,2,mo_ban
LKD001042,SP0069,2026-01-05,16,13,3,mo_ban
LKD001043,SP0069,2026-01-09,16,10,6,mo_ban
LKD001044,SP0069,2026-01-13,16,16,0,het_cho
LKD001045,SP0069,2026-01-17,16,10,6,mo_ban
LKD001046,SP0069,2026-01-21,16,12,4,mo_ban
LKD001047,SP0069,2026-01-25,16,4,12,mo_ban
LKD001048,SP0069,2026-01-29,16,6,10,mo_ban
LKD001049,SP0069,2026-02-02,16,4,12,mo_ban
LKD001050,SP0069,2026-02-06,16,0,16,mo_ban
LKD001051,SP0069,2026-02-10,16,9,7,mo_ban
LKD001052,SP0069,2026-02-14,16,2,14,mo_ban
LKD001053,SP0069,2026-02-18,16,5,11,mo_ban
LKD001054,SP0069,2026-02-22,16,4,12,mo_ban
LKD001055,SP0069,2026-02-26,16,3,13,mo_ban
LKD001056,SP0069,2026-03-02,16,16,0,het_cho
LKD001057,SP0070,2026-01-05,400,139,261,mo_ban
LKD001058,SP0070,2026-01-08,400,396,4,mo_ban
LKD001059,SP0070,2026-01-11,400,74,326,mo_ban
LKD001060,SP0070,2026-01-14,400,271,129,mo_ban
LKD001061,SP0070,2026-01-17,400,275,125,mo_ban
LKD001062,SP0070,2026-01-20,400,251,149,mo_ban
LKD001063,SP0070,2026-01-23,400,51,349,mo_ban
LKD001064,SP0070,2026-01-26,400,391,9,mo_ban
LKD001065,SP0070,2026-01-29,400,43,357,mo_ban
LKD001066,SP0070,2026-02-01,400,141,259,mo_ban
LKD001067,SP0070,2026-02-04,400,206,194,mo_ban
LKD001068,SP0070,2026-02-07,400,86,314,mo_ban
LKD001069,SP0070,2026-02-10,400,76,324,mo_ban
LKD001070,SP0070,2026-02-13,400,56,344,mo_ban
LKD001071,SP0070,2026-02-16,400,289,111,mo_ban
LKD001072,SP0070,2026-02-19,400,241,159,mo_ban
LKD001073,SP0070,2026-02-22,400,65,335,mo_ban
LKD001074,SP0070,2026-02-25,400,230,170,mo_ban
LKD001075,SP0070,2026-02-28,400,281,119,mo_ban
LKD001076,SP0070,2026-03-03,400,374,26,mo_ban
LKD001077,SP0071,2026-01-05,4,2,2,mo_ban
LKD001078,SP0071,2026-01-10,4,0,4,mo_ban
LKD001079,SP0071,2026-01-15,4,0,4,mo_ban
LKD001080,SP0071,2026-01-20,4,3,1,mo_ban
LKD001081,SP0071,2026-01-25,4,3,1,mo_ban
LKD001082,SP0071,2026-01-30,4,0,4,mo_ban
LKD001083,SP0071,2026-02-04,4,4,0,het_cho
LKD001084,SP0071,2026-02-09,4,4,0,het_cho
LKD001085,SP0071,2026-02-14,4,0,4,mo_ban
LKD001086,SP0071,2026-02-19,4,1,3,mo_ban
LKD001087,SP0071,2026-02-24,4,1,3,mo_ban
LKD001088,SP0071,2026-03-01,4,1,3,mo_ban
LKD001089,SP0072,2026-01-05,16,11,5,mo_ban
LKD001090,SP0072,2026-01-10,16,11,5,mo_ban
LKD001091,SP0072,2026-01-15,16,15,1,mo_ban
LKD001092,SP0072,2026-01-20,16,10,6,mo_ban
LKD001093,SP0072,2026-01-25,16,6,10,mo_ban
LKD001094,SP0072,2026-01-30,16,0,16,mo_ban
LKD001095,SP0072,2026-02-04,16,1,15,mo_ban
LKD001096,SP0072,2026-02-09,16,8,8,mo_ban
LKD001097,SP0072,2026-02-14,16,1,15,mo_ban
LKD001098,SP0072,2026-02-19,16,1,15,mo_ban
LKD001099,SP0072,2026-02-24,16,7,9,mo_ban
LKD001100,SP0072,2026-03-01,16,7,9,mo_ban
LKD001101,SP0073,2026-01-05,2,2,0,het_cho
LKD001102,SP0073,2026-01-08,2,1,1,mo_ban
LKD001103,SP0073,2026-01-11,2,1,1,mo_ban
LKD001104,SP0073,2026-01-14,2,1,1,mo_ban
LKD001105,SP0073,2026-01-17,2,0,2,mo_ban
LKD001106,SP0073,2026-01-20,2,0,2,mo_ban
LKD001107,SP0073,2026-01-23,2,2,0,het_cho
LKD001108,SP0073,2026-01-26,2,0,2,mo_ban
LKD001109,SP0073,2026-01-29,2,2,0,het_cho
LKD001110,SP0073,2026-02-01,2,2,0,het_cho
LKD001111,SP0073,2026-02-04,2,1,1,mo_ban
LKD001112,SP0073,2026-02-07,2,2,0,het_cho
LKD001113,SP0073,2026-02-10,2,0,2,mo_ban
LKD001114,SP0073,2026-02-13,2,2,0,het_cho
LKD001115,SP0073,2026-02-16,2,1,1,mo_ban
LKD001116,SP0073,2026-02-19,2,2,0,het_cho
LKD001117,SP0073,2026-02-22,2,1,1,mo_ban
LKD001118,SP0073,2026-02-25,2,2,0,het_cho
LKD001119,SP0073,2026-02-28,2,0,2,mo_ban
LKD001120,SP0073,2026-03-03,2,1,1,mo_ban
LKD001121,SP0074,2026-01-05,25,1,24,mo_ban
LKD001122,SP0074,2026-01-08,25,11,14,mo_ban
LKD001123,SP0074,2026-01-11,25,9,16,mo_ban
LKD001124,SP0074,2026-01-14,25,22,3,mo_ban
LKD001125,SP0074,2026-01-17,25,0,25,mo_ban
LKD001126,SP0074,2026-01-20,25,6,19,mo_ban
LKD001127,SP0074,2026-01-23,25,9,16,mo_ban
LKD001128,SP0074,2026-01-26,25,14,11,mo_ban
LKD001129,SP0074,2026-01-29,25,17,8,mo_ban
LKD001130,SP0074,2026-02-01,25,3,22,mo_ban
LKD001131,SP0074,2026-02-04,25,20,5,mo_ban
LKD001132,SP0074,2026-02-07,25,23,2,mo_ban
LKD001133,SP0074,2026-02-10,25,18,7,mo_ban
LKD001134,SP0074,2026-02-13,25,18,7,mo_ban
LKD001135,SP0074,2026-02-16,25,12,13,mo_ban
LKD001136,SP0074,2026-02-19,25,21,4,mo_ban
LKD001137,SP0074,2026-02-22,25,14,11,mo_ban
LKD001138,SP0074,2026-02-25,25,3,22,mo_ban
LKD001139,SP0074,2026-02-28,25,12,13,mo_ban
LKD001140,SP0074,2026-03-03,25,7,18,mo_ban
LKD001141,SP0075,2026-01-05,10,2,8,mo_ban
LKD001142,SP0075,2026-01-08,10,2,8,mo_ban
LKD001143,SP0075,2026-01-11,10,7,3,mo_ban
LKD001144,SP0075,2026-01-14,10,4,6,mo_ban
LKD001145,SP0075,2026-01-17,10,2,8,mo_ban
LKD001146,SP0075,2026-01-20,10,0,10,mo_ban
LKD001147,SP0075,2026-01-23,10,6,4,mo_ban
LKD001148,SP0075,2026-01-26,10,9,1,mo_ban
LKD001149,SP0075,2026-01-29,10,0,10,mo_ban
LKD001150,SP0075,2026-02-01,10,3,7,mo_ban
LKD001151,SP0075,2026-02-04,10,4,6,mo_ban
LKD001152,SP0075,2026-02-07,10,3,7,mo_ban
LKD001153,SP0075,2026-02-10,10,0,10,mo_ban
LKD001154,SP0075,2026-02-13,10,8,2,mo_ban
LKD001155,SP0075,2026-02-16,10,9,1,mo_ban
LKD001156,SP0075,2026-02-19,10,2,8,mo_ban
LKD001157,SP0075,2026-02-22,10,6,4,mo_ban
LKD001158,SP0075,2026-02-25,10,6,4,mo_ban
LKD001159,SP0075,2026-02-28,10,8,2,mo_ban
LKD001160,SP0075,2026-03-03,10,8,2,mo_ban
LKD001161,SP0076,2026-01-05,2,0,2,mo_ban
LKD001162,SP0076,2026-01-10,2,0,2,mo_ban
LKD001163,SP0076,2026-01-15,2,0,2,mo_ban
LKD001164,SP0076,2026-01-20,2,1,1,mo_ban
LKD001165,SP0076,2026-01-25,2,1,1,mo_ban
LKD001166,SP0076,2026-01-30,2,2,0,het_cho
LKD001167,SP0076,2026-02-04,2,2,0,het_cho
LKD001168,SP0076,2026-02-09,2,0,2,mo_ban
LKD001169,SP0076,2026-02-14,2,0,2,mo_ban
LKD001170,SP0076,2026-02-19,2,0,2,mo_ban
LKD001171,SP0076,2026-02-24,2,2,0,het_cho
LKD001172,SP0076,2026-03-01,2,1,1,mo_ban
LKD001173,SP0077,2026-01-05,15,11,4,mo_ban
LKD001174,SP0077,2026-01-09,15,15,0,het_cho
LKD001175,SP0077,2026-01-13,15,9,6,mo_ban
LKD001176,SP0077,2026-01-17,15,1,14,mo_ban
LKD001177,SP0077,2026-01-21,15,7,8,mo_ban
LKD001178,SP0077,2026-01-25,15,2,13,mo_ban
LKD001179,SP0077,2026-01-29,15,8,7,mo_ban
LKD001180,SP0077,2026-02-02,15,7,8,mo_ban
LKD001181,SP0077,2026-02-06,15,7,8,mo_ban
LKD001182,SP0077,2026-02-10,15,10,5,mo_ban
LKD001183,SP0077,2026-02-14,15,7,8,mo_ban
LKD001184,SP0077,2026-02-18,15,3,12,mo_ban
LKD001185,SP0077,2026-02-22,15,10,5,mo_ban
LKD001186,SP0077,2026-02-26,15,6,9,mo_ban
LKD001187,SP0077,2026-03-02,15,12,3,mo_ban
LKD001188,SP0078,2026-01-05,12,8,4,mo_ban
LKD001189,SP0078,2026-01-08,12,1,11,mo_ban
LKD001190,SP0078,2026-01-11,12,9,3,mo_ban
LKD001191,SP0078,2026-01-14,12,5,7,mo_ban
LKD001192,SP0078,2026-01-17,12,4,8,mo_ban
LKD001193,SP0078,2026-01-20,12,6,6,mo_ban
LKD001194,SP0078,2026-01-23,12,4,8,mo_ban
LKD001195,SP0078,2026-01-26,12,9,3,mo_ban
LKD001196,SP0078,2026-01-29,12,7,5,mo_ban
LKD001197,SP0078,2026-02-01,12,12,0,het_cho
LKD001198,SP0078,2026-02-04,12,2,10,mo_ban
LKD001199,SP0078,2026-02-07,12,1,11,mo_ban
LKD001200,SP0078,2026-02-10,12,9,3,mo_ban
LKD001201,SP0078,2026-02-13,12,11,1,mo_ban
LKD001202,SP0078,2026-02-16,12,10,2,mo_ban
LKD001203,SP0078,2026-02-19,12,10,2,mo_ban
LKD001204,SP0078,2026-02-22,12,0,12,mo_ban
LKD001205,SP0078,2026-02-25,12,7,5,mo_ban
LKD001206,SP0078,2026-02-28,12,7,5,mo_ban
LKD001207,SP0078,2026-03-03,12,11,1,mo_ban
LKD001208,SP0079,2026-01-05,16,14,2,mo_ban
LKD001209,SP0079,2026-01-09,16,11,5,mo_ban
LKD001210,SP0079,2026-01-13,16,12,4,mo_ban
LKD001211,SP0079,2026-01-17,16,2,14,mo_ban
LKD001212,SP0079,2026-01-21,16,1,15,mo_ban
LKD001213,SP0079,2026-01-25,16,14,2,mo_ban
LKD001214,SP0079,2026-01-29,16,10,6,mo_ban
LKD001215,SP0079,2026-02-02,16,7,9,mo_ban
LKD001216,SP0079,2026-02-06,16,4,12,mo_ban
LKD001217,SP0079,2026-02-10,16,5,11,mo_ban
LKD001218,SP0079,2026-02-14,16,4,12,mo_ban
LKD001219,SP0079,2026-02-18,16,1,15,mo_ban
LKD001220,SP0079,2026-02-22,16,14,2,mo_ban
LKD001221,SP0079,2026-02-26,16,2,14,mo_ban
LKD001222,SP0079,2026-03-02,16,14,2,mo_ban
LKD001223,SP0080,2026-01-05,6,0,6,mo_ban
LKD001224,SP0080,2026-01-08,6,1,5,mo_ban
LKD001225,SP0080,2026-01-11,6,4,2,mo_ban
LKD001226,SP0080,2026-01-14,6,5,1,mo_ban
LKD001227,SP0080,2026-01-17,6,5,1,mo_ban
LKD001228,SP0080,2026-01-20,6,3,3,mo_ban
LKD001229,SP0080,2026-01-23,6,4,2,mo_ban
LKD001230,SP0080,2026-01-26,6,2,4,mo_ban
LKD001231,SP0080,2026-01-29,6,5,1,mo_ban
LKD001232,SP0080,2026-02-01,6,6,0,het_cho
LKD001233,SP0080,2026-02-04,6,6,0,het_cho
LKD001234,SP0080,2026-02-07,6,4,2,mo_ban
LKD001235,SP0080,2026-02-10,6,2,4,mo_ban
LKD001236,SP0080,2026-02-13,6,5,1,mo_ban
LKD001237,SP0080,2026-02-16,6,6,0,het_cho
LKD001238,SP0080,2026-02-19,6,0,6,mo_ban
LKD001239,SP0080,2026-02-22,6,0,6,mo_ban
LKD001240,SP0080,2026-02-25,6,1,5,mo_ban
LKD001241,SP0080,2026-02-28,6,4,2,mo_ban
LKD001242,SP0080,2026-03-03,6,5,1,mo_ban
LKD001243,SP0081,2026-01-05,200,134,66,mo_ban
LKD001244,SP0081,2026-01-08,200,125,75,mo_ban
LKD001245,SP0081,2026-01-11,200,143,57,mo_ban
LKD001246,SP0081,2026-01-14,200,48,152,mo_ban
LKD001247,SP0081,2026-01-17,200,66,134,mo_ban
LKD001248,SP0081,2026-01-20,200,123,77,mo_ban
LKD001249,SP0081,2026-01-23,200,131,69,mo_ban
LKD001250,SP0081,2026-01-26,200,45,155,mo_ban
LKD001251,SP0081,2026-01-29,200,21,179,mo_ban
LKD001252,SP0081,2026-02-01,200,184,16,mo_ban
LKD001253,SP0081,2026-02-04,200,153,47,mo_ban
LKD001254,SP0081,2026-02-07,200,123,77,mo_ban
LKD001255,SP0081,2026-02-10,200,79,121,mo_ban
LKD001256,SP0081,2026-02-13,200,159,41,mo_ban
LKD001257,SP0081,2026-02-16,200,157,43,mo_ban
LKD001258,SP0081,2026-02-19,200,199,1,mo_ban
LKD001259,SP0081,2026-02-22,200,99,101,mo_ban
LKD001260,SP0081,2026-02-25,200,147,53,mo_ban
LKD001261,SP0081,2026-02-28,200,138,62,mo_ban
LKD001262,SP0081,2026-03-03,200,187,13,mo_ban
LKD001263,SP0082,2026-01-05,10,2,8,mo_ban
LKD001264,SP0082,2026-01-09,10,1,9,mo_ban
LKD001265,SP0082,2026-01-13,10,10,0,het_cho
LKD001266,SP0082,2026-01-17,10,6,4,mo_ban
LKD001267,SP0082,2026-01-21,10,1,9,mo_ban
LKD001268,SP0082,2026-01-25,10,0,10,mo_ban
LKD001269,SP0082,2026-01-29,10,10,0,het_cho
LKD001270,SP0082,2026-02-02,10,5,5,mo_ban
LKD001271,SP0082,2026-02-06,10,4,6,mo_ban
LKD001272,SP0082,2026-02-10,10,8,2,mo_ban
LKD001273,SP0082,2026-02-14,10,1,9,mo_ban
LKD001274,SP0082,2026-02-18,10,3,7,mo_ban
LKD001275,SP0082,2026-02-22,10,5,5,mo_ban
LKD001276,SP0082,2026-02-26,10,10,0,het_cho
LKD001277,SP0082,2026-03-02,10,4,6,mo_ban
LKD001278,SP0083,2026-01-05,4,4,0,het_cho
LKD001279,SP0083,2026-01-10,4,2,2,mo_ban
LKD001280,SP0083,2026-01-15,4,1,3,mo_ban
LKD001281,SP0083,2026-01-20,4,1,3,mo_ban
LKD001282,SP0083,2026-01-25,4,4,0,het_cho
LKD001283,SP0083,2026-01-30,4,0,4,mo_ban
LKD001284,SP0083,2026-02-04,4,4,0,het_cho
LKD001285,SP0083,2026-02-09,4,4,0,het_cho
LKD001286,SP0083,2026-02-14,4,1,3,mo_ban
LKD001287,SP0083,2026-02-19,4,0,4,mo_ban
LKD001288,SP0083,2026-02-24,4,1,3,mo_ban
LKD001289,SP0083,2026-03-01,4,4,0,het_cho
LKD001290,SP0084,2026-01-05,20,5,15,mo_ban
LKD001291,SP0084,2026-01-09,20,19,1,mo_ban
LKD001292,SP0084,2026-01-13,20,2,18,mo_ban
LKD001293,SP0084,2026-01-17,20,3,17,mo_ban
LKD001294,SP0084,2026-01-21,20,1,19,mo_ban
LKD001295,SP0084,2026-01-25,20,2,18,mo_ban
LKD001296,SP0084,2026-01-29,20,14,6,mo_ban
LKD001297,SP0084,2026-02-02,20,18,2,mo_ban
LKD001298,SP0084,2026-02-06,20,8,12,mo_ban
LKD001299,SP0084,2026-02-10,20,5,15,mo_ban
LKD001300,SP0084,2026-02-14,20,11,9,mo_ban
LKD001301,SP0084,2026-02-18,20,9,11,mo_ban
LKD001302,SP0084,2026-02-22,20,8,12,mo_ban
LKD001303,SP0084,2026-02-26,20,9,11,mo_ban
LKD001304,SP0084,2026-03-02,20,15,5,mo_ban
LKD001305,SP0085,2026-01-05,45,38,7,mo_ban
LKD001306,SP0085,2026-01-08,45,18,27,mo_ban
LKD001307,SP0085,2026-01-11,45,2,43,mo_ban
LKD001308,SP0085,2026-01-14,45,8,37,mo_ban
LKD001309,SP0085,2026-01-17,45,19,26,mo_ban
LKD001310,SP0085,2026-01-20,45,44,1,mo_ban
LKD001311,SP0085,2026-01-23,45,14,31,mo_ban
LKD001312,SP0085,2026-01-26,45,25,20,mo_ban
LKD001313,SP0085,2026-01-29,45,4,41,mo_ban
LKD001314,SP0085,2026-02-01,45,16,29,mo_ban
LKD001315,SP0085,2026-02-04,45,43,2,mo_ban
LKD001316,SP0085,2026-02-07,45,24,21,mo_ban
LKD001317,SP0085,2026-02-10,45,35,10,mo_ban
LKD001318,SP0085,2026-02-13,45,7,38,mo_ban
LKD001319,SP0085,2026-02-16,45,42,3,mo_ban
LKD001320,SP0085,2026-02-19,45,37,8,mo_ban
LKD001321,SP0085,2026-02-22,45,6,39,mo_ban
LKD001322,SP0085,2026-02-25,45,36,9,mo_ban
LKD001323,SP0085,2026-02-28,45,45,0,het_cho
LKD001324,SP0085,2026-03-03,45,32,13,mo_ban
LKD001325,SP0086,2026-01-05,20,19,1,mo_ban
LKD001326,SP0086,2026-01-08,20,9,11,mo_ban
LKD001327,SP0086,2026-01-11,20,19,1,mo_ban
LKD001328,SP0086,2026-01-14,20,5,15,mo_ban
LKD001329,SP0086,2026-01-17,20,19,1,mo_ban
LKD001330,SP0086,2026-01-20,20,17,3,mo_ban
LKD001331,SP0086,2026-01-23,20,3,17,mo_ban
LKD001332,SP0086,2026-01-26,20,4,16,mo_ban
LKD001333,SP0086,2026-01-29,20,14,6,mo_ban
LKD001334,SP0086,2026-02-01,20,19,1,mo_ban
LKD001335,SP0086,2026-02-04,20,10,10,mo_ban
LKD001336,SP0086,2026-02-07,20,19,1,mo_ban
LKD001337,SP0086,2026-02-10,20,0,20,mo_ban
LKD001338,SP0086,2026-02-13,20,11,9,mo_ban
LKD001339,SP0086,2026-02-16,20,14,6,mo_ban
LKD001340,SP0086,2026-02-19,20,9,11,mo_ban
LKD001341,SP0086,2026-02-22,20,16,4,mo_ban
LKD001342,SP0086,2026-02-25,20,19,1,mo_ban
LKD001343,SP0086,2026-02-28,20,20,0,het_cho
LKD001344,SP0086,2026-03-03,20,19,1,mo_ban
LKD001345,SP0087,2026-01-05,4,2,2,mo_ban
LKD001346,SP0087,2026-01-08,4,3,1,mo_ban
LKD001347,SP0087,2026-01-11,4,1,3,mo_ban
LKD001348,SP0087,2026-01-14,4,3,1,mo_ban
LKD001349,SP0087,2026-01-17,4,2,2,mo_ban
LKD001350,SP0087,2026-01-20,4,3,1,mo_ban
LKD001351,SP0087,2026-01-23,4,0,4,mo_ban
LKD001352,SP0087,2026-01-26,4,0,4,mo_ban
LKD001353,SP0087,2026-01-29,4,4,0,het_cho
LKD001354,SP0087,2026-02-01,4,0,4,mo_ban
LKD001355,SP0087,2026-02-04,4,4,0,het_cho
LKD001356,SP0087,2026-02-07,4,0,4,mo_ban
LKD001357,SP0087,2026-02-10,4,2,2,mo_ban
LKD001358,SP0087,2026-02-13,4,0,4,mo_ban
LKD001359,SP0087,2026-02-16,4,1,3,mo_ban
LKD001360,SP0087,2026-02-19,4,4,0,het_cho
LKD001361,SP0087,2026-02-22,4,0,4,mo_ban
LKD001362,SP0087,2026-02-25,4,2,2,mo_ban
LKD001363,SP0087,2026-02-28,4,3,1,mo_ban
LKD001364,SP0087,2026-03-03,4,2,2,mo_ban
LKD001365,SP0088,2026-01-05,2,2,0,het_cho
LKD001366,SP0088,2026-01-09,2,1,1,mo_ban
LKD001367,SP0088,2026-01-13,2,2,0,het_cho
LKD001368,SP0088,2026-01-17,2,0,2,mo_ban
LKD001369,SP0088,2026-01-21,2,2,0,het_cho
LKD001370,SP0088,2026-01-25,2,0,2,mo_ban
LKD001371,SP0088,2026-01-29,2,0,2,mo_ban
LKD001372,SP0088,2026-02-02,2,2,0,het_cho
LKD001373,SP0088,2026-02-06,2,2,0,het_cho
LKD001374,SP0088,2026-02-10,2,0,2,mo_ban
LKD001375,SP0088,2026-02-14,2,2,0,het_cho
LKD001376,SP0088,2026-02-18,2,0,2,mo_ban
LKD001377,SP0088,2026-02-22,2,1,1,mo_ban
LKD001378,SP0088,2026-02-26,2,2,0,het_cho
LKD001379,SP0088,2026-03-02,2,1,1,mo_ban
LKD001380,SP0089,2026-01-05,16,14,2,mo_ban
LKD001381,SP0089,2026-01-08,16,3,13,mo_ban
LKD001382,SP0089,2026-01-11,16,3,13,mo_ban
LKD001383,SP0089,2026-01-14,16,13,3,mo_ban
LKD001384,SP0089,2026-01-17,16,7,9,mo_ban
LKD001385,SP0089,2026-01-20,16,5,11,mo_ban
LKD001386,SP0089,2026-01-23,16,16,0,het_cho
LKD001387,SP0089,2026-01-26,16,10,6,mo_ban
LKD001388,SP0089,2026-01-29,16,15,1,mo_ban
LKD001389,SP0089,2026-02-01,16,3,13,mo_ban
LKD001390,SP0089,2026-02-04,16,16,0,het_cho
LKD001391,SP0089,2026-02-07,16,6,10,mo_ban
LKD001392,SP0089,2026-02-10,16,0,16,mo_ban
LKD001393,SP0089,2026-02-13,16,7,9,mo_ban
LKD001394,SP0089,2026-02-16,16,16,0,het_cho
LKD001395,SP0089,2026-02-19,16,5,11,mo_ban
LKD001396,SP0089,2026-02-22,16,8,8,mo_ban
